"","x","X.1"
"588","INCREASED BLOOD URIC ACID CONCENTRATION","INCREASED BLOOD PRESSURE"
"589","OCCURRENCE TOPHI URATE DEPOSITION","16P112 DISTAL DELETION SYNDROME"
"590","INCREASED TRIIODOTHYRONINE T3 IN TISSUES","ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES"
"591","NA COLLAGEN DEPOSITION","TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA"
"592","INCREASED APPETITE AND HUNGER","POOR APPETITE"
"593","INCREASED DISEASE SUSCEPTIBILITY","INCREASED SUSCEPTIBILITY TO FRACTURES"
"594","IMPAIRED FERTILITY","DECREASED FERTILITY"
"595","PROMOTION HEPATOCELLUAR CARCINOMA","CARCINOMA"
"596","SUPPRESSION SUPPRESSION OF TRANSPLANT REJECTION","ALLOGRAFT REJECTION"
"597","INCREASE MORTALITY","MORTALITY AGING"
"598","INCREASE MORTALITY INCREASE MORTALITY","MORTALITY AGING"
"599","INCREASED MORTALITY","MORTALITY AGING"
"600","INCREASE HERITABLE MUTATIONS IN OFFSPRING","NCRNAS INVOLVED IN WNT SIGNALING IN HEPATOCELLULAR CARCINOMA"
"601","INCREASE ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS","OXIDATIVE STRESS"
"602","INCREASED ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS","OXIDATIVE STRESS"
"603","REDUCED YOUNG OF YEAR SURVIVAL","YOUNG ADULT ONSET"
"604","OSTEOPOROSIS AND VASCULAR CALCIFICATION BONE DETERIORATION","VASCULAR CALCIFICATION"
"605","ALTERED LARVAL DEVELOPMENT","HEART DEVELOPMENT"
"606","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS","ABNORMALITY OF THE ABDOMINAL ORGANS"
"607","IMPAIRED DEVELOPMENT","HEART DEVELOPMENT"
"608","PROLONGED ESTRUS","PROLONGED NEONATAL JAUNDICE"
"609","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR","ABNORMAL SOCIAL BEHAVIOR"
"610","REDUCED PHEROMONE RELEASE","REDUCED CIRCULATING PROLACTIN CONCENTRATION"
"611","INCREASED NEPHROPATHY","NEPHROPATHY"
"612","INDUCTION SUSTAINED HEPATOTOXICITY","DRUG INDUCTION OF BILE ACID PATHWAY"
"613","N/A HYPERTENSION","HYPERTENSION ASSOCIATED WITH PHEOCHROMOCYTOMA"
"614","DECREASED BODY WEIGHT","DECREASED BODY WEIGHT"
"615","DECREASED DECREASED FECUNDITY","DECREASED FERTILITY"
"616","DELAYED OVULATION","DELAYED MYELINATION"
"617","INTERRUPTION OVULATION","16P112 DISTAL DELETION SYNDROME"
"618","INCREASED VIRAL SUSCEPTIBILITY","INCREASED SUSCEPTIBILITY TO FRACTURES"
"619","INCREASED KIDNEY FAILURE","RESPIRATORY FAILURE"
"620","INCREASED OXIDATIVE DAMAGE","OXIDATIVE DAMAGE"
"621","INCREASE ANEUPLOID OFFSPRING","16P112 DISTAL DELETION SYNDROME"
"622","N/A UROPORPHYRIA","16P112 DISTAL DELETION SYNDROME"
"623","INCREASE EMBRYOLETHALITY","16P112 DISTAL DELETION SYNDROME"
"624","INCREASED LATENCY PERIOD","INCREASED HEMOGLOBIN"
"625","DECREASED SHELTERING","DECREASED FERTILITY"
"626","DECREASED ANXIETY","SEROTONIN AND ANXIETY"
"627","OCCURRENCE EPILEPTIC SEIZURE","PSYCHOGENIC NON EPILEPTIC SEIZURE"
"628","INCREASED BURROWING","INCREASED HEMOGLOBIN"
"629","REDUCED FEEDING","TUBE FEEDING"
"630","INHIBITION FEEDING","TUBE FEEDING"
"631","REDUCED ABILITY TO ATTRACT SPAWNING MATES","DELAYED ABILITY TO WALK"
"632","REDUCED SWIMMING SPEED","REDUCED CIRCULATING PROLACTIN CONCENTRATION"
"633","REDUCED SWIMMING PERFORMANCE","REDUCED CIRCULATING PROLACTIN CONCENTRATION"
"634","DECREASED POPULATION TRAJECTORY","DECREASED FERTILITY"
"635","DECREASE POPULATION TRAJECTORY","SLOW DECREASE IN VISUAL ACUITY"
"636","DECREASE LUNG FUNCTION DECREASE LUNG FUNCTION","ABNORMAL LUNG MORPHOLOGY"
"637","DECREASED SPERM QUANTITY OR QUALITY IN THE ADULT DECREASED FERTILITY","DECREASED FERTILITY"
"638","REDUCTION CUMULATIVE FECUNDITY AND SPAWNING","APOE AND MIR146 IN INFLAMMATION AND ATHEROSCLEROSIS"
"639","DECREASED FERTILITY REDUCED NUMBER OF OOCYTES OVULATED","DECREASED FERTILITY"
"640","INCREASED PARKINSONIAN MOTOR DEFICITS","MOTOR SEIZURE"
"641","DECREASED LYMPHOCYTES","DECREASED FERTILITY"
"642","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY","ABNORMALITY OF REPRODUCTIVE SYSTEM PHYSIOLOGY"
"643","CHOLESTASIS PATHOLOGY","CHOLESTASIS"
"644","N/A CYANOSIS OCCURS","CYANOSIS"
"645","FORMATION LIVER TUMOR","ABNORMAL LIVER MORPHOLOGY"
"646","TUMORIGENESIS HEPATOCELLULAR CARCINOMA","HEPATOCELLULAR CARCINOMA"
"647","DECREASED SPERM QUANTITY / QUALITY IN THE ADULT DECREASED FERTILITY","DECREASED FERTILITY"
"648","DECREASED FERTILITY IN THE ADULT DECREASED SPERM QUANTITY AND/OR QUALITY IN THE ADULT TESTIS","ADULT ONSET"
"649","INCREASED AMPUTATIONS","INCREASED HEMOGLOBIN"
"650","N/A SEDATION","16P112 DISTAL DELETION SYNDROME"
"651","REDUCED PROSTAGLANDIN F2ALPHA CONCENTRATION PLASMA","PROSTAGLANDIN SYNTHESIS AND REGULATION"
"652","REDUCED SPAWNING BEHAVIOR","INAPPROPRIATE BEHAVIOR"
"653","DECREASED FERTILITY","DECREASED FERTILITY"
"654","DECREASED TESTOSTERONE","DECREASED FERTILITY"
"655","MALFORMED MALE REPRODUCTIVE TRACT","MALE REPRODUCTIVE SYSTEM NEOPLASM"
"656","INCREASED DEFORMED WING VIRUS LEVELS","ABNORMALITY OF THE WING OF THE ILIUM"
"657","INDUCED SPAWNING INDUCED SPAWNING","NANOMATERIAL INDUCED APOPTOSIS"
"658","N/A BREAST CANCER","BREAST CANCER PATHWAY"
"659","NA INFANT LEUKAEMIA","SUDDEN INFANT DEATH SYNDROME SIDS SUSCEPTIBILITY PATHWAYS"
"660","INCREASE MUTATIONS","SOMATIC MUTATION"
"661","INCREASE MUTATIONS IN CRITICAL GENES","SOMATIC MUTATION"
"662","INHIBITION 4-HYDROXYPHENYL-PYRUVATE DIOXYGENASE HPPD ENZYME","PYRUVATE METABOLIC PROCESS"
"663","UP REGULATION ACETYL-COA CARBOXYLASE-1 ACC-1","CTOME FATTY ACYL COA BIOSYNTHESIS"
"664","ACTIVATION FAS","FAS LIGAND FASL PATHWAY AND STRESS INDUCTION OF HEAT SHOCK PROTEINS HSP REGULATION"
"665","INHIBITION THYROPEROXIDASE","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"666","ANTAGONISM HISTAMINE RECEPTOR H2","RESPONSE TO HISTAMINE"
"667","INHIBITION CA++ ATPASE","REGULATION OF ATPASE ACTIVITY"
"668","N/A PARENT COMPOUND IS CONVERTED TO THE REACTIVE METABOLITE AND FORMS FREE RADICALS LEADING TO OXIDATION OF HEME IRONII IN HEMOGLOBIN TO IRONIII",NA
"669","INHIBITION BILE SALT EXPORT PUMP ABCB11","BILE ACID AND BILE SALT TRANSPORT"
"670","INHIBITION NA+/I- SYMPORTER NIS","CELLULAR SODIUM ION HOMEOSTASIS"
"671","INDUCTION NUCLEAR RECEPTOR E75B GENE",NA
"672","SUPPRESSION FTZ-F1 GENE",NA
"673","INCREASE COX-2 EXPRESSION INCREASE COX-2 EXPRESSION","RELATIONSHIP BETWEEN INFLAMMATION COX2 AND EGFR"
"674","UP REGULATION CD36",NA
"675","ACTIVATION SCD-1",NA
"676","INCREASED SCD-1",NA
"677","UP REGULATION CYP1A1","ARYL HYDROCARBON RECEPTOR PATHWAY"
"678","UP REGULATION SCD-1",NA
"679","UP REGULATION FAS","FAS LIGAND FASL PATHWAY AND STRESS INDUCTION OF HEAT SHOCK PROTEINS HSP REGULATION"
"680","DOWN REGULATION CPT1A",NA
"681","DOWN REGULATION HMGCS2",NA
"682","INDUCTION CYP1A2/CYP1A5",NA
"683","INDUCTION DOUBLESEX1 GENE",NA
"684","NA DECOMPARTMENTALIZATION",NA
"685","INHIBITION ETHER-A-GO-GO ERG VOLTAGE-GATED POTASSIUM CHANNEL","REGULATION OF POTASSIUM ION TRANSPORT"
"686","INHIBITION SODIUM CHANNEL","REGULATION OF SODIUM ION TRANSPORT"
"687","MODULATION SODIUM CHANNEL","REGULATION OF SODIUM ION TRANSPORT"
"688","ACTIVATION PREGNANE-X RECEPTOR NR1L2","PREGNANE X RECEPTOR PATHWAY"
"689","INHIBITION NMDARS","CTOME ACTIVATION OF AMPK DOWNSTREAM OF NMDARS"
"690","ACTIVATION 5HT2C",NA
"691","ACTIVATION LXR","LIVER X RECEPTOR PATHWAY"
"692","ACTIVATION CHREBP",NA
"693","OVERACTIVATION NMDARS","CTOME ACTIVATION OF AMPK DOWNSTREAM OF NMDARS"
"694","ACTIVATION SREBF1","CTOME ACTIVATION OF GENE EXPRESSION BY SREBF SREBP"""
"695","SUPPRESSION HNF4ALPHA",NA
"696","INHIBITION FOXA2",NA
"697","ACTIVATION NR1H4","FARNESOID X RECEPTOR PATHWAY"
"698","ACTIVATION SHP",NA
"699","ACTIVATION LXR ALPHA","LIVER X RECEPTOR PATHWAY"
"700","ACTIVATION AKT2",NA
"701","DECREASED GNRH CFOS ACTIVITY","G GNRH SIGNALING PATHWAY"
"702","MODULATION UNKNOWN",NA
"703","INHIBITION ANTGONISM OF NE RECEPTOR","NOREPINEPHRINE METABOLIC PROCESS"
"704","INHIBITION P-AMINO HIPPURIC ACID CHANNEL",NA
"705","INHIBITION OF AROMATASE ENZYME CHEMICAL EXPOSURE DURING CRITICAL WINDOW OF ESTROUS CYCLE BETWEEN DIESTRUS 2 AND PROESTRUS INHIBITS AROMATASE CONVERSION OF TESTOSTERONE TO ESTRADIOL",NA
"706","INHIBITION PENDRIN",NA
"707","TRPA1 ACTIVATION TRPA1 RECEPTOR",NA
"708","TRPV1 ACTIVATION TRPV1",NA
"709","ACTIVATION JUVENILE HORMONE RECEPTOR",NA
"710","NA ACTIVATION OF TGF-?? SIGNALING","CANONICAL AND NONCANONICAL TGFB SIGNALING"
"711","ACTIVATION NADPH OXIDASE","CTOME RHO GTPASES ACTIVATE NADPH OXIDASES"
"712","DECREASED CHOLESTEROL DECREASED TRANSPORT OF CHOLESTEROL TO THE INNER MITOCHONDRIAL MEMBRANE","REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY"
"713","ACTIVATION SREBP-1C","STEROL REGULATORY ELEMENTBINDING PROTEINS SREBP SIGNALLIN"
"714","INHIBITION SREBP1C","STEROL REGULATORY ELEMENTBINDING PROTEINS SREBP SIGNALLIN"
"715","ACTIVATION ECDYSONE RECEPTOR",NA
"716","DECREASED TESTOSTERONE BY THE FETAL LEYDIG CELLS HYPERMETHYLATION IN THE FETAL TESTIS","ABNORMALITY OF THE LEYDIG CELLS"
"717","BINDING AT PICROTOXIN SITE IGABAR CHLORIDE CHANNEL","REGULATION OF CHLORIDE TRANSPORT"
"718","NA IN-UTERO DNA TOPOISOMERASE II ??POISONS-","ABNORMALITY OF DNA REPAIR"
"719","REDUCED PRESYNAPTIC RELEASE OF GLUTAMATE","SYNAPTIC TRANSMISSION GLUTAMATERGIC"
"720","N/A COVALENT BINDING TO PROTEIN POSSIBLY LYSINE RESIDUE","PEPTIDYL LYSINE MODIFICATION"
"721","INHIBITION INTERFERENCE OF NFAT COMPLEX FORMATION AT THE SITE OF NUCLEAR CYTOKINE PROMOTERS",NA
"722","NA DIRECT MITOCHONDRIAL INHIBITION","CTOME ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA"
"723","FAILURE IN GAMMA-GLUTAMYL CARBOXYLATION OF CLOTTING FACTORS II VII IX AND X UNDER CARBOXYLATION OF CLOTTING FACTORS EG DES-GAMMA-CARBOXY PROTHROMBIN",NA
"724","DECREASED TESTOSTERONE BY THE FETAL LEYDIG CELLS ALTERATIONS IN THE FETAL TESTIS PROTEOME","ABNORMALITY OF THE LEYDIG CELLS"
"725","DISPLACEMENT SERUM THYROXINE T4 FROM TRANSTHYRETIN","CTOME THYROXINE BIOSYNTHESIS"
"726","UNKNOWN MIE",NA
"727","NA MITOCHONDRIAL IMPAIRMENT","CTOME ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA"
