AOP,AOP name,Event,Event Process,Event Action,Level of Organisation,Process_merged,Ontology_ID,Object,Ontology_ID,Action,Ontology_ID,Cell Context,  ,Organ Context,Ontology_ID
Aop:210,Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building ,Event:1292,JNK,Activation,Cellular,signaling,GO:0023052,JNK Mitogen-Activated Protein Kinases,D048031,increased process quality        ,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:210,Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building ,Event:1293,FOXO,Activation,Cellular,signaling,GO:0023052,forkhead box protein O (Caenorhabditis elegans),PR:O16850,increased process quality        ,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:210,Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building ,Event:1294,Wnt pathway,Inhibition,Cellular,signaling,GO:0023052,Wnt signalosome,GO:1990909,abnormal,PATO:0000460,eukaryotic cell,CL:0000255,,
Aop:206,Peroxisome proliferator-activated receptors ?? inactivation leading to lung fibrosis,Event: 1272,Differentiation of Myofibroblast,,Cellular,cell differentiation,GO:0030154,myofibroblast cell,CL:0000186,increased process quality        ,PATO:0002304,myofibroblast cell,CL:0000186,,
Aop:6,Antagonist binding to PPARalpha leading to starvation-like body-weight loss,Event:863,Catabolism of Muscle Protein,Increased,Organ,protein catabolic process,GO:0030163,muscle protein,D009124,increased process quality,PATO:0002304,,,musculoskeletal system,UBERON:0002204
Aop:29,Estrogen receptor agonism leading to reproductive dysfunction,Event:111,Estrogen receptor,Agonism,Molecular,estrogen receptor activity,GO:0030284,estrogen receptor,PR:000007204,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:30,Estrogen receptor antagonism leading to reproductive dysfunction,Event:112,Estrogen receptor,Antagonism,Molecular,estrogen receptor activity,GO:0030284,estrogen receptor,PR:000007204,decreased process quality,PATO:0002302,hepatocyte,CL:0000182,,
Aop:52,ER agonism leading to skewed sex ratios due to altered sexual differentiation in males,Event:111,Estrogen receptor,Agonism,Molecular,estrogen receptor activity,GO:0030284,estrogen receptor,PR:000007204,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:53,ER agonism leading to reduced survival due to renal failure,Event:111,Estrogen receptor,Agonism,Molecular,estrogen receptor activity,GO:0030284,estrogen receptor,PR:000007204,increased process quality,PATO:0002304,kidney cell,CL:1000497,,
Aop:67,Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,Event:659,Activation by other estradiol agonists,Decreased testosterone by the fetal Leydig cells,Cellular,estrogen receptor activity,GO:0030284,estrogen receptor,PR:000007204,increased process quality,PATO:0002304,Leydig cell,CL:0000178,,
Aop:112,Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat),Event:748,Estrogen receptor (ER) activity,Increased,Molecular,estrogen receptor activity,GO:0030284,estrogen receptor,PR:000007204,increased process quality,PATO:0002304,,,,
Aop:165,Antiestrogen activity leading to ovarian adenomas and granular cell tumors in the mouse,Event:1046,Estrogen receptor (ER) activity,Suppression,Molecular,estrogen receptor activity,GO:0030284,estrogen receptor,PR:000007204,decreased process quality,PATO:0002302,,,,
Aop:167,Early-life estrogen receptor activity leading to endometrial carcinoma in the mouse.,Event:1064,Estrogen receptor (ER) activity,prepubertal increase,Molecular,estrogen receptor activity,GO:0030284,estrogen receptor,PR:000007204,increased process quality,PATO:0002304,,,,
Aop:200,Estrogen receptor activation leading to breast cancer,Event:1187,ER binding to DNA (classical pathway),Increased,Molecular,estrogen receptor binding,GO:0030331,DNA,CHEBI:16991,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:200,Estrogen receptor activation leading to breast cancer,Event:1188,ER binding to T.F. to DNA (non-classical pathway),Increased,Molecular,estrogen receptor binding,GO:0030331,TF (human),PR:000016261,increased process quality        ,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:31,Oxidation of iron in hemoglobin leading to hematotoxicity,Event:118,Formation of hemoglobin adducts,Formation,Cellular,hemoglobin binding,GO:0030492,,,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:167,Early-life estrogen receptor activity leading to endometrial carcinoma in the mouse.,Event:1065,estrogen receptor alpha,Activation,Molecular,intracellular estrogen receptor signaling pathway,GO:0030520,estrogen receptor alpha complex,PR:000027727 ,increased process quality,PATO:0002304,,,,
Aop:89,Nicotinic acetylcholine receptor activation followed by desensitization contributes to abnormal foraging and directly leads to colony loss/failure                         ,Event:663,Nicotinic acetylcholine receptor,Desensitization,Molecular,receptor regulator activity,GO:0030545,,,decreased process quality,PATO:0002302,neuron,CL:0000540,,
Aop:90,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure,Event:663,Nicotinic acetylcholine receptor,Desensitization,Molecular,receptor regulator activity,GO:0030545,,,decreased process quality,PATO:0002302,neuron,CL:0000540,,
Aop:88,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure via abnormal role change within caste,Event:663,"Desensitization, Nicotinic acetylcholine receptor","Desensitization, Nicotinic acetylcholine receptor",Molecular,acetylcholine receptor activator activity,GO:0030549,Nicotinic acetylcholine receptor,61796,increased process quality,PATO:0002304,neuron,CL:0000540,,
Aop:89,Nicotinic acetylcholine receptor activation followed by desensitization contributes to abnormal foraging and directly leads to colony loss/failure                         ,Event:663,Nicotinic acetylcholine receptor,Desensitization,Molecular,acetylcholine receptor activator activity,GO:0030549,Nicotinic acetylcholine receptor,61796,increased process quality,PATO:0002304,neuron,CL:0000540,,
Aop:90,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure,Event:663,Nicotinic acetylcholine receptor,Desensitization,Molecular,acetylcholine receptor activator activity,GO:0030549,Nicotinic acetylcholine receptor,61796,increased process quality,PATO:0002304,neuron,CL:0000540,,
Aop:63,Cyclooxygenase inhibition leading to reproductive dysfunction,Event:488,Ovulation,Decrease,Tissue,ovulation,GO:0030728,,,decreased process quality,PATO:0002302,,,female gonad,UBERON:0000992
Aop:164,Beta-2 adrenergic agonist activity leading to mesovarian leiomyomas in the rat and mouse,Event:1038,beta-2 adrenergic receptor,Activation,Molecular,beta-2 adrenergic receptor binding,GO:0031698,beta-2 adrenergic receptor,PR:000001193,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:153,Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats,Event:970,Decreased GnRH stimulation of Anterior Pituitary Gonadotrophs,Decreased LH release from Anterior Pituitary,Cellular,luteinizing hormone secretion,GO:0032275,luteinizing hormone,CHEBI:81568,decreased process quality,PATO:0002302,gonadtroph,CL:0000437 ,,
Aop:165,Antiestrogen activity leading to ovarian adenomas and granular cell tumors in the mouse,Event:1050,secretion of LH from anterior pituitary,Increased,Cellular,luteinizing hormone secretion,GO:0032275,leutinizing hormone,CHEBI:81568,decreased process quality,PATO:0002302,,,,
Aop:69,Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell,Event:644,Decreased Transport of Cholesterol to the Inner Mitochondrial Membrane,Decreased Cholesterol,Molecular,intracellular cholesterol transport,GO:0032367,cholesterol,CHEBI:16113,decreased process quality,PATO:0002302,eukaryotic cell,CL:0000255,,
Aop:19,Androgen receptor antagonism leading to adverse effects in the male foetus (mammals),Event:240,Primary and accessory male sex organs,Feminisation or incomplete development,Organ,developmental process,GO:0032502,male reproductive organ,UBERON:0003135,arrested,PATO:0000297,,,Male reproductive system,UBERON:0000079
Aop:21,Activation of the aryl hydrocarbon receptor (AhR) leading to early life stage mortality,Event:317,"Altered, Cardiovascular development/function","Altered, Cardiovascular development/function",Organ,developmental process,GO:0032502,cardiovascular system,UBERON:0004535,deformed,PATO:0001617,,,Heart,UBERON:0000948
Aop:29,Estrogen receptor agonism leading to reproductive dysfunction,Event:364,Reproductive organs,Impaired development of,Individual,developmental process,GO:0032502,reproductive organ,UBERON:0003133,abnormal,PATO:0000460,,,,
Aop:84,Suppression of immune system contributes to impaired development and leads to colony loss/failure,Event:577,Development,impaired,Individual,developmental process,GO:0032502,,,deviation(from_normal),PATO:0000069,,,,
Aop:154,The Adverse Outcome Pathway on binding of FK506-binding protein 12 (FKBP12) by calcineurin inhibitors leading to immunosuppression,Event:1202,IL-2 and IL-4 production,Suppression,Molecular,interleukin-2 production,GO:0032623,interleukin-2,PR:000001379,decreased process quality,PATO:0002302,,,,
Aop:154,The Adverse Outcome Pathway on binding of FK506-binding protein 12 (FKBP12) by calcineurin inhibitors leading to immunosuppression,Event:1202,IL-2 and IL-4 production,Suppression,Molecular,interleukin-4 production,GO:0032633,interleukin-4,PR:000001391,decreased process quality,PATO:0002302,,,,
Aop:38,Protein Alkylation leading to Liver Fibrosis,Event:276,TGFbeta1 expression,Up Regulation,Cellular,transforming growth factor beta1 production,GO:0032905,TGF-beta 1,PR:000000182,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:34,LXR activation leading to hepatic steatosis,Event:264,SREBP-1c,Activation,Molecular,SREBP signaling pathway,GO:0032933,sterol regulatory element-binding protein 1,PR:000015611,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:61,NFE2L2/FXR activation leading to hepatic steatosis,Event:878,SREBP1c,Inhibition,Molecular,SREBP signaling pathway,GO:0032933,sterol regulatory element-binding protein 1,PR:000015611,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:62,AKT2 activation leading to hepatic steatosis,Event:457,SREBF1,Activation,Molecular,SREBP signaling pathway,GO:0032933,sterol regulatory element-binding protein 1,PR:000015611,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:38,Protein Alkylation leading to Liver Fibrosis,Event:68,Collagen,Accumulation,Tissue,collagen biosynthetic process,GO:0032964,collagen,CHEBI:3815,increased process quality,PATO:0002304,,,connective tissue,UBERON:0002384
Aop:206,Peroxisome proliferator-activated receptors ?? inactivation leading to lung fibrosis,Event: 1273,Expression of Collagen,,Cellular,collagen biosynthetic process,GO:0032964,collagen,CHEBI:3815,increased process quality        ,PATO:0002304,myofibroblast cell,CL:0000186,,
Aop:40,Covalent Protein binding leading to Skin Sensitisation,Event:826,Keratinocytes,Activation,Cellular,keratinocyte activation,GO:0032980,,,increased process quality,PATO:0002304,keratinocyte,CL:0000312,,
Aop:73,Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity,Event:531,LH Surge,Decreased,Cellular,regulation of luteinizing hormone secretion,GO:0033684,Luteinizing hormone,CHEBI:81568,decreased concentration,PATO:0001163,gonadtroph,CL:0000437 ,,
Aop:73,Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity,Event:535,Sperm penetration (polyspermy),Abnormal,Cellular,sperm entry,GO:0035037,,,deviation(from_normal),PATO:0000069,oocyte,CL:0000023,,
Aop:126,Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation,Event:535,Sperm penetration (polyspermy),Abnormal,Cellular,sperm entry,GO:0035037,,,deviation(from_normal),PATO:0000069,,,,
Aop:4,Ecdysone receptor agonism leading to mortality,Event:103,Ecdysone receptor,Activation,Molecular,ecdysone receptor-mediated signaling pathway,GO:0035076,ecdysone receptor holocomplex,GO:0008230,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:18,PPARalpha activation in utero leading to impaired fertility in males,Event:227,PPARalpha,Activation,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor alpha ,PR:000013056,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:34,LXR activation leading to hepatic steatosis,Event:228,PPARgamma,Activation,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor gamma,PR:000013058,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:36,Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis,Event:231,PPAR-alpha activation,Decreased,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor alpha,PR:000013056,decreased process quality,PATO:0002302,hepatocyte,CL:0000182,,
Aop:36,Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis,Event:232,PPAR-beta activation,Decreased,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor delta,PR:000013057,decreased process quality,PATO:0002302,hepatocyte,CL:0000182,,
Aop:36,Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis,Event:233,PPAR-gamma activation,Decreased,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor gamma,PR:000013058,decreased process quality,PATO:0002302,hepatocyte,CL:0000182,,
Aop:37,PPARalpha-dependent liver cancer,Event: 227,PPARalpha,Activation,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor alpha,PR:000013056,increased process quality,PATO:0002304,,,,
Aop:51,PPARalpha activation leading to impaired fertility in adult male rodents,Event:227,PPARalpha,Activation,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor alpha,PR:000013056,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:58,NR1I3 (CAR) suppression leading to hepatic steatosis,Event:468,PPAR alpha,Inhibition,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor alpha,PR:000013056,decreased process quality,PATO:0002302,hepatocyte,CL:0000182,,
Aop:58,NR1I3 (CAR) suppression leading to hepatic steatosis,Event:228,PPARgamma,Activation,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor gamma,PR:000013058,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:61,NFE2L2/FXR activation leading to hepatic steatosis,Event:227,PPARalpha,Activation,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor alpha ,PR:000013056,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:163,"PPARgamma activation leading to sarcomas in rats, mice, and hamsters",Event:1028,PPAR-gamma activation,Activation of specific nuclear receptors,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor gamma,PR:000013058,decreased process quality,PATO:0002302,hepatocyte,CL:0000182,,
Aop:166,PPARalpha activation leading to pancreatic acinar tumors in the rat and mouse,Event:1057,PPAR-alpha activation,Increased,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor alpha,PR:000013056,decreased process quality,PATO:0002302,hepatocyte,CL:0000182,,
Aop:206,Peroxisome proliferator-activated receptors ?? inactivation leading to lung fibrosis,Event: 1270,Inactivation of PPAR??,,Molecular,peroxisome proliferator activated receptor signaling pathway,GO:0035357,peroxisome proliferator-activated receptor gamma,PR:000013058,increased process quality        ,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:6,Antagonist binding to PPARalpha leading to starvation-like body-weight loss,Event:858,PPARalpha transactivation of gene expression,Decreased,Molecular,receptor transactivation,GO:0035624,peroxisome proliferator-activated receptor alpha ,PR:000013056,decreased process quality,PATO:0002302,eukaryotic cell,CL:0000255,,
Aop:66,Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis,Event:655,Increased COUP-TFII in fetal Leydig cells,Decreased testosterone by the fetal Leydig cells,Cellular,receptor transactivation,GO:0035624,COUP transcription factor 2,PR:000011405,increased process quality,PATO:0002304,Leydig cell,CL:0000178,,
Aop:66,Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis,Event:656,Decreased COUP-TFII stem Leydig cells,Decreased number and function of adult Leydig cells,Cellular,receptor transactivation,GO:0035624,COUP transcription factor 2,PR:000011405,decreased process quality,PATO:0002302,Leydig cell ,CL:0000178,,
Aop:67,Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,Event:655,Increased COUP-TFII in fetal Leydig cells,Decreased testosterone by the fetal Leydig cells,Cellular,receptor transactivation,GO:0035624,COUP transcription factor 2,PR:000011405,increased process quality,PATO:0002304,Leydig cell,CL:0000178,,
Aop:67,Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,Event:656,Decreased COUP-TFII stem Leydig cells,Decreased number and function of adult Leydig cells,Cellular,receptor transactivation,GO:0035624,COUP transcription factor 2,PR:000011405,decreased process quality,PATO:0002302,Leydig cell ,CL:0000178,,
Aop:68,Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,Event:655,Increased COUP-TFII in fetal Leydig cells,Decreased testosterone by the fetal Leydig cells,Cellular,receptor transactivation,GO:0035624,COUP transcription factor 2,PR:000011405,increased process quality,PATO:0002304,Leydig cell,CL:0000178,,
Aop:68,Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,Event:656,Decreased COUP-TFII stem Leydig cells,Decreased number and function of adult Leydig cells,Cellular,receptor transactivation,GO:0035624,COUP transcription factor 2,PR:000011405,decreased process quality,PATO:0002302,Leydig cell ,CL:0000178,,
Aop:74,Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis,Event:655,Increased COUP-TFII in fetal Leydig cells,Decreased testosterone by the fetal Leydig cells,Cellular,receptor transactivation,GO:0035624,COUP transcription factor 2,PR:000011405,increased process quality,PATO:0002304,Leydig cell,CL:0000178,,
Aop:74,Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis,Event:541,Decreased COUP-TFII stem Leydig cells,Decreased testosterone by the fetal Leydig cells,Cellular,receptor transactivation,GO:0035624,COUP transcription factor 2,PR:000011405,decreased process quality,PATO:0002302,Leydig cell ,CL:0000178,,
Aop:38,Protein Alkylation leading to Liver Fibrosis,Event:265,Stellate cells,Activation,Cellular,hepatic stellate cell activation,GO:0035733,hepatic stellate cell,CL:0000632,increased process quality,PATO:0002304,hepatic stellate cell,CL:0000632,,
Aop:17,Binding to SH/selen-proteins can trigger neuroinflammation leading to neurodegeneration,Event:191,Neuronal dysfunction,N/A,Cellular,neuron death in response to oxidative stress,GO:0036475,,,increased process quality,PATO:0002304,neuron,CL:0000540,,
Aop:97,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to increased predation,Event:622,locomotion,Increased,Individual,locomotion,GO:0040011,,,increased process quality,PATO:0002304,,,,
Aop:97,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to increased predation,Event:625,muscular waves in foot,Increased,Organ,locomotion,GO:0040011,pedal ganglion,PDG,increased process quality,PATO:0002305,,,muscle of pes,UBERON:0001498
Aop:99,Histamine (H2) receptor antagonism leading to reduced survival,Event:635,locomotion,Decreased,Individual,locomotion,GO:0040011,,,decreased process quality,PATO:0002302,,,,
Aop:187,Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage,Event:1130,Unresolved blood loss (hemorrhage),Failure in vascular repair mechanisms,Organ,wound healing,GO:0042060,,,deviation(from_normal),PATO:0000069,,,vascular system,UBERON:0007798
Aop:40,Covalent Protein binding leading to Skin Sensitisation,Event:272,T-cells,Activation/Proliferation,Organ,T cell activation,GO:0042110,T-cell,CL:0000084,increased process quality,PATO:0002304,,,lymph node,UBERON:0000029
Aop:38,Protein Alkylation leading to Liver Fibrosis,Event:134,Activation and Recruitment of Hepatic macrophages (Kupffer Cells),Increased,Cellular,macrophage activation,GO:0042116,Kupffer cell,CL:0000091,increased process quality,PATO:0002304,Kupffer cell,CL:0000091,,
Aop:200,Estrogen receptor activation leading to breast cancer,Event:1198,Macrophages,Activation,Cellular,macrophage activation,GO:0042116,,,decreased process quality,PATO:0002302,macrophage,CL:0000235,,
Aop:124,HMG-CoA reductase inhibition leading to decreased fertility,Event:804,HMG-CoA reductase,Inhibition,Cellular,hydroxymethylglutaryl-CoA reductase activity,GO:0042282,3-hydroxy-3-methylglutaryl-coenzyme A reductase,PR:000008636,decreased process quality,PATO:0002302,,,,
Aop:149,Oxidative Stress Leading to Hypertension,Event:937,Vasodilation,impaired,Organ,Vasodilation,GO:0042311,blood vessel,UBERON:0001981,deviation(from_normal),PATO:0000069,,,circulatory system,UBERON:0001009
Aop:187,Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage,Event:1134,Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone,Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139,Molecular,vitamin K metabolic process,GO:0042373,vitamin K,CHEBI:28384,deviation(from_normal),PATO:0000069,eukaryotic cell,CL:0000255,,
Aop:73,Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity,Event:528,Synthesis of NE,Decreased,Cellular,norepinephrine biosynthetic process,GO:0042421,norepinephrine,CHEBI:18357,decreased process quality,PATO:0002302,noradrenergic cell,CL:0000459,,
Aop:51,PPARalpha activation leading to impaired fertility in adult male rodents,Event:414,Luteinizing hormone (LH),Increase,Cellular,hormone biosynthetic process,GO:0042446,luteinizing hormone,CHEBI:81568,increased process quality,PATO:0002304,Leydig cell,CL:0000178,,
Aop:64,Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility,Event:495,Repressed expression of steroidogenic enzymes,N/A,Cellular,hormone biosynthetic process,GO:0042446,testosterone,CHEBI:17347,decreased process quality,PATO:0002302,Leydig cell,CL:0000178,,
Aop:162,Enhanced hepatic clearance of thyroid hormones leading to thyroid follicular cell adenomas and carcinomas (in rat and mouse),Event:1021,T4/T3 catabolism,Increased,Cellular,hormone catabolic process,GO:0042447,thyroxine,CHEBI:30660,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:31,Oxidation of iron in hemoglobin leading to hematotoxicity,Event:118,Formation of hemoglobin adducts,Formation,Cellular,hemoglobin biosynthetic process,GO:0042541,xenobiotic,CHEBI:35703,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:7,Aromatase (Cyp19a1) reduction leading to impaired fertility in adult female,Event:405,ovarian cycle,irregularities,Individual,ovulation cycle,GO:0042698,,,disrupted,PATO:0001507,,,,
Aop:153,Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats,Event:971,Decrease or delay in LH surge required for ovulation,"Ovulation of oocytes Reduced, Delayed, or Blocked",Individual,ovulation cycle,GO:0042698,,,deviation(from_normal),PATO:0000069,,,,
Aop:112,Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat),Event:749,Progesterone from corpus luteum,Decreased,Tissue,progesterone secretion,GO:0042701,Progesterone,CHEBI:17026,decreased concentration,PATO:0001163,,,corpus luteum,UBERON:0002512
Aop:69,Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell,Event:643,Decreased Uptake of Lipoproteins,Decreased Cholesterol,Molecular,lipoprotein transport,GO:0042953,lipoprotein,CHEBI:6495,decreased process quality,PATO:0002302,eukaryotic cell,CL:0000255,,
Aop:99,Histamine (H2) receptor antagonism leading to reduced survival,Event:633,histaminergic neuron excitation,Decrease,Cellular,rhythmic excitation,GO:0043179,histaminergic neuron,CL:0011110,decreased process quality,PATO:0002302,histaminergic neuron,CL:0011110,,
Aop:196,Adverse outcome pathway for airway irritation and chemical sensitization,Event:1220,Bronchopulmonary vagul nerve excitation,Nerve excitation ,Cellular,rhythmic excitation,GO:0043179,vagus nerve,UBERON:0001759,decreased process quality,PATO:0002302,neuron,CL:0000540,respiratory tract,UBERON:0000065
Aop:43,Disruption of VEGFR Signaling Leading to Developmental Defects,Event:305,VegfR2,Inhibition,Molecular,vascular endothelial growth factor receptor 2 binding,GO:0043184,vascular endothelial growth factor receptor 2,PR:000002112,decreased process quality,PATO:0002302,somatic cell,CL:0002371,,
Aop:43,Disruption of VEGFR Signaling Leading to Developmental Defects,Event:305,VegfR2,Inhibition,Molecular,vascular endothelial growth factor receptor 2 binding,GO:0043184,vascular endothelial growth factor receptor 1,PR:000007563,decreased process quality,PATO:0002302,somatic cell,CL:0002371,,
Aop:200,Estrogen receptor activation leading to breast cancer,Event:1190,Migration (Endothelial Cells),Increased,Cellular,endothelial cell migration,GO:0043542,,,increased process quality        ,PATO:0002304,endothelial cell,CL:0000115,,
Aop:187,Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage,Event:1169,Impairment of post-translational modification (carboxylation) of osteocalcin,Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone,Molecular,post-translational protein modification,GO:0043687,osteocalcin,PR:000030444,deviation(from_normal),PATO:0000069,eukaryotic cell,CL:0000255,,
Aop:74,Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis,Event:662,Hypermethylation in the fetal testis,Decreased testosterone by the fetal Leydig cells,Molecular,DNA hypermethylation,GO:0044026,,,increased process quality,PATO:0002304,male germ cell,CL:0000015,,
Aop:14,Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility,Event:403,Immune system,Suppression,Individual,suppression of host defenses,GO:0044414,Immune system,UBERON:0002405,increased process quality,PATO:0002304,,,,
Aop:84,Suppression of immune system contributes to impaired development and leads to colony loss/failure,Event:403,Immune system,Suppression,Individual,suppression of host defenses,GO:0044414,Immune system,UBERON:0002405,increased process quality,PATO:0002304,,,,
Aop:85,Suppression of immune system contributes to abnormal foraging and leads to colony loss/failure,Event:403,Immune system,Suppression,Individual,suppression of host defenses,GO:0044414,Immune system,UBERON:0002405,increased process quality,PATO:0002304,,,,
Aop:164,Beta-2 adrenergic agonist activity leading to mesovarian leiomyomas in the rat and mouse,Event:1040,smooth muscle,relaxation,Tissue,relaxation of smooth muscle,GO:0044557 ,,,increased process quality,PATO:0002304,,,,
Aop:28,Cyclooxygenase inhibition leading reproductive failure,Event:253,Reproductive failure,N/A,Individual,multi-organism reproductive process,GO:0044703,,,deviation(from_normal),PATO:0000069,,,,
Aop:108,Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat),Event:769,Oxidative metabolism,Increase,Cellular,cellular respiration,GO:0045333,,,increased process quality,PATO:0002304,,,,
Aop:163,"PPARgamma activation leading to sarcomas in rats, mice, and hamsters",Event:1029,adipogenesis,Increased,Cellular,fat cell differentiation,GO:0045444,,,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:86,Decrease Glucose oxidase activity contributes to reduction of antiseptic in food and leads to colony loss/failure,Event:578,Glucose oxidase enzyme activity,Decreased,Molecular,glucose oxidase activity,GO:0046562,"D-glucono-1,5-lactone",CHEBI:16217,decreased process quality,PATO:0002302,eukaryotic cell,CL:0000255,,
Aop:73,Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity,Event:530,GnRH pulsatility/release,Decreased,Cellular,hormone secretion,GO:0046879,Gonadotropin Releasing Hormone,D007987,decreased process quality,PATO:0002302,gonadtroph,CL:0000437 ,,
Aop:126,Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation,Event:530,GnRH pulsatility/release,Decreased,Cellular,hormone secretion,GO:0046879,Gonadotropin Releasing Hormone,D007987,decreased process quality,PATO:0002302,,,,
